,Case Number,Year,Type,Country,Area,Activity,Sex,Age,Injury,Fatal (Y/N),Provoked
1900,2001.09.1.a,2000's,Invalid,USA,Florida,Wreck / Technical diving,Undefined,42.0,FATAL or drowning & scavenging,Yes,Unknown
1901,2001.09.15.b,2000's,Unprovoked,USA,Florida,Boogie boarding,Undefined,0.0,"2 lacerations on lower back, punctures on buttock",No,
1902,2001.09.15.a,2000's,Unprovoked,USA,North Carolina,Surfing,Undefined,16.0,Foot bitten,No,
1903,2001.09.1.a,2000's,Provoked,UNITED KINGDOM,Cheshire,Diving,Undefined,0.0,Head bitten by captive shark PROVOKED INCIDENT,No,Unknown
1904,2001.09.0.a,2000's,Provoked,USA,Florida,Fishing,Undefined,44.0,Fingers & leg lacerated  by hooked shark PROVOKED INCIDENT,No,Unknown
1905,2001.09.07.b,2000's,Unprovoked,USA,Florida,Walking in shallows,Undefined,13.0,Minor injury to left leg,No,
1906,2001.09.07.a,2000's,Invalid,USA,South Carolina,Swimming,Undefined,0.0,Left hand injured,No,Unknown
1907,2001.09.03.b,2000's,Unprovoked,USA,North Carolina,Swimming ,Undefined,28.0,FATAL,Yes,
1908,2001.09.03.a,2000's,Unprovoked,USA,North Carolina,Swimming,Undefined,23.0,Left buttock & foot  severed,No,
1909,2001.09.0.a,2000's,Unprovoked,USA,Florida,Wading,Undefined,20.0,Right calf lacerated,No,
1910,2001.09.0.a,2000's,Unprovoked,USA,Virginia,Swimming ,Undefined,10.0,"FATAL, thigh bitten ",Yes,
1911,2001.08.3.a,2000's,Unprovoked,BAHAMAS,Abaco Islands,Spearfishing,Undefined,44.0,Torso lacerated,No,
1912,2001.08.2.a,2000's,Unprovoked,USA,Florida,Standing,Undefined,29.0,Punctures & lacerations on elbow & forearm,No,
1913,2001.08.2.a,2000's,Unprovoked,USA,Florida,Wading,Undefined,69.0,Heel lacerated,No,
1914,2001.08.2.a,2000's,Unprovoked,USA,Florida,Boogie Boarding,Undefined,18.0,Thigh & foot bitten,No,
1915,2001.08.2.a,2000's,Unprovoked,USA,Florida,Boogie Boarding,Undefined,18.0,Upper left thigh & right foot bitten,No,
1916,2001.08.2.a,2000's,Unprovoked,USA,Florida,Surfing,Undefined,17.0,Foot lacerated,No,
1917,2001.08.2.a,2000's,Unprovoked,USA,Florida,Surfing,Undefined,27.0,Thigh lacerated,No,
1918,2001.08.19.c,2000's,Unprovoked,USA,Florida,Surfing,Undefined,32.0,Cuts on right foot,No,
1919,2001.08.19.b,2000's,Unprovoked,USA,Florida,Surfing,Undefined,17.0,Lacerations to lower leg,No,
1920,2001.08.19.a,2000's,Unprovoked,USA,Florida,Surfing,Undefined,17.0,Left foot lacerated,No,
1921,2001.08.18.c,2000's,Unprovoked,USA,Florida,Surfing,Undefined,20.0,Cuts on right foot,No,
1922,2001.08.18.b,2000's,Unprovoked,USA,Florida,Surfing,Undefined,19.0,Back of left hand gashed,No,
1923,2001.08.18.a,2000's,Unprovoked,USA,Florida,Surfing,Undefined,19.0,Left ankle bitten,No,
1924,2001.08.1.a,2000's,Unprovoked,BAHAMAS,Grand Bahama Island,Spearfishing,Undefined,43.0,Calf bitten,No,
1925,2001.08.1.a,2000's,Unprovoked,THAILAND,Rayong Province,Unknown,Undefined,0.0,Legs bitten,No,
1926,2001.08.0.a,2000's,Unprovoked,USA,South Carolina,Unknown,Undefined,0.0,Toe bitten,No,
1927,2001.08.0.a,2000's,Unprovoked,BAHAMAS,Grand Bahama Island,Swimming,Undefined,36.0,"Leg bitten, later surgically amputated above the knee",No,
1928,2001.08.0.a,2000's,Boating,ITALY,,Fishing,Unknown,0.0,No Injury to occupants,No,Unknown
1929,2001.07.2.a,2000's,Unprovoked,USA,South Carolina,Unknown,Undefined,0.0,Survived,No,
1930,2001.07.2.a,2000's,Unprovoked,USA,Florida,Unknown,Undefined,0.0,Minor injury,No,
1931,2001.07.2.a,2000's,Unprovoked,USA,Florida,Unknown,Undefined,0.0,2 bites behind knee,No,
1932,2001.07.2.a,2000's,Boating,USA,Massachusetts,Fishing,Unknown,0.0,No Injury to occupants; shark bumped the boat ,No,Unknown
1933,2001.07.15.b,2000's,Unprovoked,USA,Florida,Surfing,Undefined,48.0,Left foot & heel lacerated,No,
1934,2001.07.15.a,2000's,Unprovoked,USA,Florida,Boogie boarding,Undefined,18.0,Foot lacerated,No,
1935,2001.07.06.b,2000's,Unprovoked,MEXICO,Baja California,Surfing,Undefined,42.0,Foot bitten,No,
1936,2001.07.06.a,2000's,Unprovoked,USA,Florida,Swimming,Undefined,8.0,"Arm severed, surgically reattached",No,
1937,2001.07.0.a,2000's,Unprovoked,USA,South Carolina,Unknown,Unknown,0.0,Hand bitten,No,
1938,2001.07.0.a,2000's,Unprovoked,USA,Georgia,Floating face-down in knee-deep water,Undefined,35.0,2-inch cut on dorsum of left foot,No,
1939,2001.06.1.a,2000's,Unprovoked,USA,Texas,Swimming,Undefined,14.0,Leg lacerated,No,
1940,2001.06.1.a,2000's,Provoked,USA,California,Spearfishing,Undefined,52.0,"No injury. Shark made threat display, then diver shot the shark PROVOKED INCIDENT",No,Unknown
1941,2001.06.0.a,2000's,Invalid,AUSTRALIA,New South Wales,Hiking on the beach,Undefined,75.0,Remains recovered from gut of a  3.7 m [12'] tiger shark,Unknown,Unknown
1942,2001.06.0.a,2000's,Unprovoked,USA,South Carolina,Wading,Undefined,29.0,3 puncture wounds on each side of her left  hand,No,
1943,2001.05.2.a,2000's,Unprovoked,USA,Texas,Unknown,Undefined,16.0,Survived,No,
1944,2001.05.23.a,2000's,Unprovoked,USA,South Carolina,Swimming,Undefined,11.0,Shin lacerated,No,
1945,2001.05.2.a,2000's,Unprovoked,USA,South Carolina,Swimming,Undefined,0.0,5.5-inch laceration on calf,No,
1946,2001.05.1.a,2000's,Provoked,PHILIPPINES,Zamboanga del Sur Province,Shark fishing,Undefined,24.0,Arm bitten PROVOKED INCIDENT,No,Unknown
1947,2001.05.1.a,2000's,Invalid,MADAGASCAR,,Unknown,Undefined,0.0,Fatal or drowned & remains scavenged by shark,Unknown,Unknown
1948,2001.05.0.a,2000's,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,Undefined,26.0,Leg bitten,No,
1949,2001.05.0.a,2000's,Unprovoked,AUSTRALIA,New South Wales,Surfing,Undefined,0.0,"Chest lacerated, surfboard bitten",No,
1950,2001.05.0.a,2000's,Unprovoked,USA,Florida,Surfing,Undefined,45.0,Foot lacerated ,No,
1951,2001.05.0.a,2000's,Unprovoked,FIJI,Taveuni,"Spearfishing, carrying his catch",Undefined,0.0,FATAL,Yes,
1952,2001.04.2.a,2000's,Unprovoked,USA,Florida,Boogie boarding,Undefined,14.0,4 small lacerations on lower right leg,No,
1953,2001.04.13.b,2000's,Unprovoked,USA,Florida,Surfing,Undefined,16.0,Foot & ankle lacerated,No,
1954,2001.04.13.a,2000's,Unprovoked,USA,Florida,Surfing,Undefined,12.0,Right foot & ankle lacerated,No,
1955,2001.04.12.e,2000's,Unprovoked,USA,Florida,Unknown,Undefined,0.0,Right ankle & lower leg lacerated,No,
1956,2001.04.12.d,2000's,Unprovoked,USA,Florida,Surfing,Undefined,38.0,Foot & ankle lacerated,No,
1957,2001.04.12.c,2000's,Unprovoked,USA,Florida,Surfing,Undefined,21.0,Small cuts on big & pinky toes of left foot,No,
1958,2001.04.12.b,2000's,Unprovoked,USA,Florida,Body boarding,Undefined,12.0,Foot & ankle lacerated,No,
1959,2001.04.12.a,2000's,Unprovoked,USA,Florida,Surfing,Undefined,22.0,Foot lacerated,No,
1960,2001.04.11.d,2000's,Unprovoked,USA,Florida,Surfing,Undefined,19.0,Minor cuts on right heel & foot,No,
1961,2001.04.11.c,2000's,Unprovoked,USA,Florida,Surfing,Undefined,22.0,Lacerations to top & bottom of left foot,No,
1962,2001.04.11.a,2000's,Unprovoked,USA,Hawaii,Surfing,Undefined,0.0,Minor punctures & lacerations on left hand ,No,
1963,2001.04.1.a,2000's,Unprovoked,USA,Florida,Surfing,Unknown,16.0,Foot lacerated,No,
1964,2001.04.08.b,2000's,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,Undefined,46.0,"Thigh, hip & buttock bitten",No,
1965,2001.04.08.a,2000's,Provoked,AUSTRALIA,New South Wales,Snorkeling,Undefined,0.0,Wrist lacerated PROVOKED INCIDENT,No,Unknown
1966,2001.04.0.a,2000's,Unprovoked,USA,Florida,Standing alongside surfboard,Undefined,26.0,Minor lacerations to dorsum of left foot,No,
1967,2001.04.02.b,2000's,Unprovoked,BRAZIL,Rio Grande de Norte,Unknown,Undefined,12.0,Left thigh bitten,No,
1968,2001.04.02.a,2000's,Unprovoked,AUSTRALIA,New South Wales,Surfing,Undefined,40.0,Calf bitten,No,
1969,2001.03.2.a,2000's,Unprovoked,USA,Hawaii,Body-boarding,Undefined,0.0,"Minor cuts on left hand, body board bitten",No,
1970,2001.03.0.a,2000's,Unprovoked,USA,Florida,Surfing,Undefined,0.0,Fingers & hand lacerated,No,
1971,2001.03.0.a,2000's,Invalid,BRAZIL,Bahia,Attempting to catch a crocodile,Undefined,12.0,Lacerations below the knee,Unknown,Unknown
1972,2001.03.0.a,2000's,Unprovoked,BRAZIL,Pernambuco,Swimming,Undefined,20.0,FATAL,Yes,
1973,2001.03.0.a,2000's,Sea Disaster,CARIBBEAN SEA,,Sinking of the 40' Esperanza off St. Maartin with 36 refugees on board,Unknown,0.0,"Human remains recovered in shark caught off Anguilla, probable scavenging on drowned body",Yes,Unknown
1974,2001.02.2.a,2000's,Boating,AUSTRALIA,Western Australia,Fishing for whiting,Unknown,0.0,No injury to occupants,No,Unknown
1975,2001.02.1.a,2000's,Invalid,MALAYSIA,Off the western coast of peninsular Malaysia,Unknown,Undefined,0.0,Bones recovered by fishermen in 300-kg [662-lb] white shark�s gut,Unknown,Unknown
1976,2001.02.0.a,2000's,Unprovoked,AUSTRALIA,New South Wales,Surfing,Undefined,40.0,Leg bitten,No,
1977,2001.01.2.a,2000's,Boating,AUSTRALIA,New South Wales,Kayaking,Undefined,35.0,"No injury, shark rammed & bit kayak",No,Unknown
1978,2001.01.2.a,2000's,Unprovoked,CUBA,Holquin Province,Swimming,Undefined,55.0,Left arm bitten,No,
1979,2001.01.21.a,2000's,Boating,AUSTRALIA,South Australia,Fishing,Unknown,0.0,No injury to occupants,No,Unknown
1980,2001.01.0.a,2000's,Unprovoked,USA,California,Surfing,Undefined,0.0,"Foot bruised, board dinged",No,
1981,2001.01.0.a,2000's,Boating,NEW ZEALAND,North Island,Kayaking,Undefined,0.0,"No injury, kayak bitten",No,Unknown
1982,2000.12.2.a,2000's,Unprovoked,AUSTRALIA,Queensland,Scuba diving,Undefined,23.0,Hand bitten,No,
1983,2000.12.1.a,2000's,Unprovoked,FIJI,Taveuni,Swimming back from anchored sailboat,Undefined,47.0,"FATAL, leg severed ",Yes,
1984,2000.12.1.a,2000's,Boating,AUSTRALIA,South Australia,Fishing for whiting,Unknown,0.0,No injury to occupants,No,Unknown
1985,2000.12.0.a,2000's,Unprovoked,CANADA,New Brunswick,Diving for sea urchins,Undefined,30.0,No injury,No,
1986,2000.12.0.a,2000's,Unprovoked,AUSTRALIA,Queensland,Spearfishing,Undefined,38.0,Left elbow and forearm bitten,No,
1987,2000.12.0.a,2000's,Unprovoked,NEW ZEALAND,Cook Islands,Surfing,Undefined,0.0,FATAL,Yes,
1988,2000.11.2.a,2000's,Unprovoked,AUSTRALIA,Queensland,Diving (shell maintenance),Undefined,28.0,"No injury, wetsuit & swimfin torn",No,
1989,2000.11.2.a,2000's,Invalid,AUSTRALIA,South Australia,Unknown,Undefined,47.0,"Missing, thought to have been taken by a shark",Unknown,Unknown
1990,2000.11.1.a,2000's,Unprovoked,USA,Florida,Swimming,Undefined,73.0,Right calf lacerated,No,
1991,2000.11.1.a,2000's,Invalid,USA,Florida,Walking,Undefined,27.0,No injury,Unknown,Unknown
1992,2000.11.06.b,2000's,Unprovoked,AUSTRALIA,Western Australia,Swimming,Undefined,52.0,Leg & feet lacerated,No,
1993,2000.11.06.a,2000's,Unprovoked,AUSTRALIA,Western Australia,Swimming,Undefined,49.0,"FATAL, torso bitten, leg severed ",Yes,
1994,2000.11.0.a,2000's,Unprovoked,USA,California,Surfing,Undefined,27.0,Both thighs bitten,No,
1995,2000.10.2.a,2000's,Boat,AUSTRALIA,Queensland,Fishing ,Unknown,31.0,"No Injury to occupant, shark holed and sank boat",No,Unknown
1996,2000.10.2.a,2000's,Unprovoked,USA,Florida,Surfing,Undefined,23.0,Leg lacerated,No,
1997,2000.10.1.a,2000's,Unprovoked,USA,Hawaii,Swimming / snorkeling,Undefined,56.0,Right side of back / torso lacerated,No,
1998,2000.10.1.a,2000's,Unprovoked,USA,Florida,Swimming,Undefined,69.0,Right hand lacerated,No,
1999,2000.10.0.a,2000's,Unprovoked,USA,Florida,Surfing,Undefined,17.0,Foot lacerated,No,
2000,2000.10.06.b,2000's,Unprovoked,USA,Florida,Surfing,Undefined,23.0,Fingers lacerated,No,
2001,2000.10.06.a,2000's,Unprovoked,USA,Florida,Body surfing,Undefined,11.0,Right foot & heel lacerated,No,
2002,2000.10.0.a,2000's,Unprovoked,USA,North Carolina,Surfing,Undefined,24.0,Upper left arm lacerated,No,
2003,2000.09.2.a,2000's,Unprovoked,USA,California,Sitting on surfboard,Undefined,0.0,No injury,No,
2004,2000.09.2.a,2000's,Unprovoked,AUSTRALIA,South Australia,Surfing,Undefined,17.0,FATAL,Yes,
2005,2000.09.2.a,2000's,Unprovoked,AUSTRALIA,South Australia,Surfing,Undefined,25.0,FATAL,Yes,
2006,2000.09.1.a,2000's,Provoked,AUSTRALIA,New South Wales,Unknown,Undefined,12.0,Foot lacerated from toe to heel when he tripped on shark during fishing competition PROVOKED INCIDENT,No,Unknown
2007,2000.09.16.b,2000's,Unprovoked,OKINAWA,Miyako Island,Surfing,Undefined,31.0, FATAL,Yes,
2008,2000.09.16.a,2000's,Unprovoked,USA,South Carolina,Unknown,Unknown,0.0,Non-fatal,No,
2009,2000.09.1.a,2000's,Unprovoked,USA,Florida,Standing / surfing,Undefined,49.0,Right lower leg & ankle lacerated,No,
2010,2000.09.1.a,2000's,Unprovoked,USA,Florida,Surfing,Undefined,26.0,Puncture wounds on knee,No,
2011,2000.09.1.a,2000's,Unprovoked,USA,Florida,Swimming / Body surfing,Undefined,25.0,Finger lacerated,No,
2012,2000.09.10.b,2000's,Unprovoked,USA,Florida,Swimming,Undefined,8.0,Minor injury to arm and hand,No,
2013,2000.09.10.a,2000's,Unprovoked,SOUTH AFRICA,Western Cape Province,Free diving,Undefined,48.0,Swim fin bitten,No,
2014,2000.09.08.c,2000's,Unprovoked,TANZANIA,,Swimming,Undefined,28.0,FATAL,Yes,
2015,2000.09.08.b,2000's,Unprovoked,USA,Florida,Wading,Undefined,40.0,Left foot lacerated ,No,
2016,2000.09.08.a,2000's,Unprovoked,REUNION,Saint-Pierre,Surfing,Undefined,27.0,Left arm bitten,No,
2017,2000.09.00.b,2000's,Unprovoked,TANZANIA,,Swimming,Unknown,0.0,FATAL,Yes,
2018,2000.08.3.a,2000's,Unprovoked,USA,Florida,Swimming,Undefined,47.0,Punctures & lacerations on right foot,No,
2019,2000.08.3.a,2000's,Unprovoked,USA,Florida,Unknown,Undefined,69.0,FATAL,Yes,
2020,2000.08.2.a,2000's,Provoked,USA,Alaska,Conducting research,Undefined,0.0,Leg bitten by netted shark PROVOKED INCIDENT,No,Unknown
2021,2000.08.2.a,2000's,Unprovoked,USA,North Carolina,Swimming out to porpoises ,Undefined,0.0,"Severe gash to left hand above wrist, almost severing hand",No,
2022,2000.08.1.a,2000's,Unprovoked,USA,Hawaii,"Windsurfing, but sitting on his board",Undefined,53.0,Left calf lacerated,No,
2023,2000.08.1.a,2000's,Unprovoked,USA,Florida,Surfing / Wading,Undefined,27.0,Minor lacerations to the dorsum of the right foot,No,
2024,2000.08.1.a,2000's,Unprovoked,USA,Florida,Standing,Undefined,44.0,Severely bitten on lower leg ,No,
2025,2000.08.1.a,2000's,Invalid,USA,North Carolina,Swimming ,Undefined,0.0,Non-fatal,Unknown,Unknown
2026,2000.08.1.a,2000's,Invalid,USA,Florida,Attempting to illegally enter the USA,Undefined,0.0,Shark involvement probably post-mortem,Unknown,Unknown
2027,2000.08.0.a,2000's,Unprovoked,TANZANIA,,Swimming,Unknown,0.0,FATAL,Yes,
2028,2000.07.2.a,2000's,Unprovoked,USA,Florida,Unknown,Undefined,5.0,Minor laceration on left leg,No,
2029,2000.07.2.a,2000's,Unprovoked,USA,Florida,Snorkeling,Undefined,45.0,Leg pinched,No,
2030,2000.07.1.a,2000's,Unprovoked,USA,North Carolina,Surfing,Undefined,16.0,Foot lacerated,No,
2031,2000.07.16.b,2000's,Unprovoked,USA,North Carolina,Surfing,Undefined,14.0,Minor lacerations on foot,No,
2032,2000.07.16.a,2000's,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,Undefined,15.0,Hand lacerated,No,
2033,2000.07.15.b,2000's,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,Undefined,18.0,"No injury, flung off board",No,
2034,2000.07.15.a,2000's,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Surfing,Undefined,0.0,No Injury,No,
2035,2000.07.1.a,2000's,Unprovoked,TONGA,Minerva Reef,Scuba diving,Undefined,69.0,Left arm bitten,No,
2036,2000.07.1.a,2000's,Unprovoked,USA,Florida,Wading,Undefined,13.0,Minor laceration & 3 punctures to right foot,No,
2037,2000.07.0.a,2000's,Unprovoked,USA,Florida,Swimming ,Undefined,41.0,Knee & calf lacerated,No,
2038,2000.07.0.a,2000's,Unprovoked,USA,Texas,Jumping,Undefined,5.0,Ankle & foot lacerated,No,
2039,2000.07.0.a,2000's,Unprovoked,USA,North Carolina,Playing,Undefined,12.0,Calf lacerated,No,
2040,2000.07.04.b,2000's,Unprovoked,USA,Florida,Wading,Undefined,20.0,Left inner thigh,No,
2041,2000.07.04.a,2000's,Unprovoked,USA,Florida,"Spearfishing, holding mesh bag with speared fish",Undefined,55.0,Lower right calf lacerated,No,
2042,2000.07.02.b,2000's,Unprovoked,USA,Florida,Wading,Undefined,13.0,Left calf & hand lacerated,No,
2043,2000.07.02.a,2000's,Unprovoked,USA,Florida,Standing,Undefined,19.0,Left thigh lacerated,No,
2044,2000.07.0.a,2000's,Unprovoked,TANZANIA,,Swimming,Unknown,0.0,FATAL,Yes,
2045,2000.06.3.a,2000's,Unprovoked,PAPUA NEW GUINEA,Madang Province,Unknown,Undefined,0.0,FATAL,Yes,
2046,2000.06.2.a,2000's,Boat,NEW ZEALAND,North Island,Fishing,Undefined,0.0,"No injury, shark bit the dinghy",No,Unknown
2047,2000.06.1.a,2000's,Unprovoked,USA,Florida,Standing,Undefined,52.0,Right ankle lacerated,No,
2048,2000.06.1.a,2000's,Boat,USA,Florida,Sailing,Unknown,0.0,"No injury to occupants, boat's rear platform bitten",No,Unknown
2049,2000.06.1.a,2000's,Unprovoked,USA,Texas,Surfing,Undefined,17.0,Foot lacerated,No,
2050,2000.06.09.b,2000's,Unprovoked,USA,Alabama,Swimming,Undefined,55.0,Puncture wounds on right hip and arm,No,
2051,2000.06.09.a,2000's,Unprovoked,USA,Alabama,Swimming ,Undefined,44.0,Right forearm severed surgically amputated above elbow,No,
2052,2000.06.0.a,2000's,Unprovoked,USA,Florida,Snorkeling,Undefined,13.0,Right forearm lacerated,No,
2053,2000.06.0.a,2000's,Unprovoked,TANZANIA,,Swimming,Undefined,0.0,"FATAL, legs severed  ",Yes,
2054,2000.05.1.a,2000's,Sea Disaster,NEW CALEDONIA,South Province,"Air Disaster - Piper aircraft crashed into the sea, killing all on board",Unknown,0.0,Sharks prevented recovery of remains,Yes,Unknown
2055,2000.05.0.a,2000's,Invalid,AUSTRALIA,Victoria,Unknown,Unknown,0.0,Probable drowning,Unknown,Unknown
2056,2000.05.07.b,2000's,Unprovoked,PAPUA NEW GUINEA,Madang Province,Standing,Undefined,9.0,Left leg & ankle bitten,No,
2057,2000.05.07.a,2000's,Unprovoked,PAPUA NEW GUINEA,Madang Province,Diving,Undefined,0.0,FATAL,Yes,
2058,2000.04.1.a,2000's,Unprovoked,USA,Florida,Walking,Undefined,34.0,Left foot lacerated,No,
2059,2000.04.0.a,2000's,Unprovoked,USA,Florida,Boogie boarding / wading,Undefined,0.0,Puncture marks on right thigh,No,
2060,2000.03.3.a,2000's,Unprovoked,USA,Florida,Fishing,Undefined,0.0,"No Injury, bumped by shark",No,
2061,2000.03.3.a,2000's,Unprovoked,AUSTRALIA,Queensland,Swimming,Undefined,26.0,Left calf bitten,No,
2062,2000.03.2.a,2000's,Unprovoked,USA,Florida,Boogie boarding,Undefined,14.0,Right knee lacerated,No,
2063,2000.03.2.a,2000's,Unprovoked,USA,Florida,Surfing,Undefined,37.0,Left hand bitten,No,
2064,2000.03.1.a,2000's,Unprovoked,NEW CALEDONIA,North Province,Spearfishing,Undefined,35.0,FATAL,Yes,
2065,2000.03.1.a,2000's,Unprovoked,AUSTRALIA,New South Wales,Surfing,Undefined,0.0,No Injury,No,
2066,2000.03.1.a,2000's,Boating,AUSTRALIA,New South Wales,Rowing,Unknown,0.0,No Injury to occupants,No,Unknown
2067,2000.03.0.a,2000's,Boating,AUSTRALIA,New South Wales,Rowing,Unknown,0.0,No injury to occupants; oar bitten,No,Unknown
2068,2000.03.0.a,2000's,Invalid,NEW ZEALAND,North Island,Kayaking,Undefined,27.0,Reported as shark attack but probable drowning ,Unknown,Unknown
2069,2000.03.0.a,2000's,Unprovoked,AUSTRALIA,New South Wales,Swimming,Undefined,0.0,Survived,No,
2070,2000.03.0.a,2000's,Unprovoked,USA,Louisiana,Spearfishing,Undefined,39.0,"No injury to diver, speargun damaged",No,
2071,2000.02.2.a,2000's,Unprovoked,USA,Florida,Unknown,Undefined,27.0,Right calf bitten,No,
2072,2000.02.1.a,2000's,Unprovoked,SOUTH AFRICA,Western Cape Province,Body surfing,Undefined,0.0,Foot bitten,No,
2073,2000.02.1.a,2000's,Provoked,ENGLAND,Worcestershire,Feeding prawns to captive sharks,Undefined,0.0,Fingers bitten PROVOKED INCIDENT,No,Unknown
2074,2000.02.0.a,2000's,Unprovoked,NEW ZEALAND,South Island,Surfing,Undefined,12.0,"No injury, wetsuit punctured",No,
2075,2000.02.0.a,2000's,Unprovoked,AUSTRALIA,South Australia,Surfing,Undefined,26.0,Hand bitten,No,
2076,2000.01.2.a,2000's,Boat,REUNION,,Unknown,Undefined,0.0,FATAL,Yes,Unknown
2077,2000.01.0.a,2000's,Unprovoked,THAILAND,Phang nga Province,Diving,Undefined,35.0,FATAL,Yes,
2078,2000.00.0.a,2000's,Boat,USA,Florida,Fishing for tarpon,Undefined,0.0,No injury to occupant; shark bit propeller,No,Unknown
2079,1999.12.31.c,1990's,Unprovoked,NEW ZEALAND,South Island,Surfing,Undefined,15.0,Six puncture wounds on  leg,No,
2080,1999.12.31.b,1990's,Unprovoked,NEW ZEALAND,South Island,Swimming,Undefined,13.0,Arm bitten,No,
2081,1999.12.31.a,1990's,Unprovoked,NEW ZEALAND,South Island,Bathing,Undefined,12.0,A cut on her hand,No,
2082,1999.12.2.a,1990's,Unprovoked,BRAZIL,Pernambuco,Surfing,Undefined,18.0,"Leg bitten, surgically amputated",No,
2083,1999.12.1.a,1990's,Invalid,USA,California,Scuba diving,Undefined,0.0,"Presumed taken by a shark,  but forensic evidence suggested otherwise.",Unknown,Unknown
2084,1999.12.0.a,1990's,Invalid,BRAZIL,Rio de Janeiro,Spearfishing,Undefined,39.0,"Lateral right thigh bitten. Thought to involve a 1.2 to 1.5 m tubar�o da gralha preta -  a blacktip shark, C. limbatus",No,Unknown
2085,1999.12.0.a,1990's,Unprovoked,USA,Florida,Surfing,Undefined,35.0,Right arm & fingers lacerated,No,
2086,1999.11.3.a,1990's,Unprovoked,USA,Florida,Surfing,Undefined,19.0,Lacerations to hand & wrist,No,
